answer,count,cluster,sentiment,corrected,question,code
игнатенко,1,игнатенко,neutrals,игнатенко,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
карпов,1,карпов,neutrals,карпов,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
киндер сюрприз,1,киндер сюрприз,neutrals,киндер сюрприз,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
кириенко,2,кириенко,neutrals,кириенко,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
курчатов,48,курчатов,neutrals,курчатов,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
кюри,4,кюри,neutrals,кюри,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
ландау,2,ландау,neutrals,ландау,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
лихачёв,2,лихачёв,neutrals,лихачёв,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
маргулова,1,маргулова,neutrals,маргулова,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
никипелова,1,никипелова,neutrals,никипелова,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
новокшенов,1,новокшенов,neutrals,новокшенов,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
опенгеймер,1,опенгеймер,neutrals,опенгеймер,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
савченко,1,савченко,neutrals,савченко,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
сахаров,5,сахаров,neutrals,сахаров,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
сахоров,1,сахаров,neutrals,сахаров,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
семенов,1,семенов,neutrals,семенов,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
сидоренко,1,сидоренко,neutrals,сидоренко,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
славский,7,славский,neutrals,славский,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
спасский,1,спасский,neutrals,спасский,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
терентьева,2,терентьева,neutrals,терентьева,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
щёлкин,1,щёлкин,neutrals,щёлкин,Кто для вас является самой вдохновляющей личностью из истории атомной отрасли? (укажите фамилию),27855
брак,3,брак,context sentiment,брак,Ваши ассоциации со словом КАЧЕСТВО?,23831
всё хорошо,1,всё хорошо,context cluster,бездефектность,Ваши ассоциации со словом КАЧЕСТВО?,23831
прозрачность,1,прозрачность,context sentiment,прозрачность,Ваши ассоциации со словом КАЧЕСТВО?,23831
больше историй из его жизни,1,больше историй из его жизни,neutrals,больше историй из его жизни,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
о жизни,1,о жизни,neutrals,о жизни,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
взаимодействие со студентами,1,взаимодействие со студентами,neutrals,взаимодействие со студентами,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
все важные темы мы обсудили,1,все важные темы мы обсудили,neutrals,все важные темы мы обсудили,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
дальнейшее развитие росатома,1,дальнейшее развитие росатома,positives,дальнейшее развитие росатома,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
его путь к успеху,1,его путь к успеху,positives,его путь к успеху,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
история личного бизнеса до гк,1,его путь к успеху,neutrals,история личного бизнеса до госкорпорация,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
о истории успеха,1,его путь к успеху,positives,об истории успеха,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
история атомной отрасли,1,история атомной отрасли,neutrals,история атомной отрасли,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
история атомной промышленности,2,история атомной отрасли,neutrals,история атомной промышленности,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
об истории атомной отрасли,1,история атомной отрасли,neutrals,об истории атомной отрасли,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
про историю атомной отрасли,1,история атомной отрасли,neutrals,про историю атомной отрасли,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
как лихачев видит будущее,1,перспективы компании и мира,neutrals,как лихачев видит будущее,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
перспективы компании и мира,1,перспективы компании и мира,neutrals,перспективы компании и мира,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
медиа сопровождение гк,1,медиасопровождение госкорпорация,neutrals,медиасопровождение госкорпорация,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
на тему девяностых,1,на тему девяностых,neutrals,на тему девяностых,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
о его видении молодежи,1,о его видении молодежи,neutrals,о его видении молодежи,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
о его опыте как не выгореть,1,о его опыте как не выгореть,neutrals,о его опыте как не выгореть,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
о развитии движения заграницей,1,о развитии движения заграницей,positives,о развитии движения заграницей,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
про предприятия,1,про предприятия,neutrals,про предприятия,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
проекты для совета юниоров,1,проекты для совета юниоров,neutrals,проекты для совета юниоров,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
путь к достижению большего,1,путь к достижению большего,positives,путь к достижению большего,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
развитие архитектуры в росатом,1,развитие архитектуры в росатом,positives,развитие архитектуры в росатом,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
рзавитие атомной отрасли вссср,1,развитие атомной отрасли в ссср,positives,развитие атомной отрасли в ссср,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
росатом в отдаленных регионах,1,росатом в отдаленных регионах,neutrals,росатом в отдаленных регионах,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
современное образование,2,современное образование,neutrals,современное образование,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
страны партнеры,1,страны партнеры,neutrals,страны партнеры,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
энергоблоки нового поколения,1,энергоблоки нового поколения,neutrals,энергоблоки нового поколения,На какие еще темы вы хотели бы поговорить с А.Е. Лихачевым?,28520
бизнес-игры,1,бизнес игры,neutrals,бизнес игры,Что поможет сделать программу более полезной для вас?,24739
больше игр,1,больше игр,neutrals,больше игр,Что поможет сделать программу более полезной для вас?,24739
больше командных задач/рабочих,1,больше командных задач рабочих,neutrals,больше командных задач рабочих,Что поможет сделать программу более полезной для вас?,24739
больше практики,1,больше практики,neutrals,больше практики,Что поможет сделать программу более полезной для вас?,24739
больше тактики,1,больше тактики,neutrals,больше тактики,Что поможет сделать программу более полезной для вас?,24739
время,1,время,neutrals,время,Что поможет сделать программу более полезной для вас?,24739
все достаточно,1,все отлично,positives,все достаточно,Что поможет сделать программу более полезной для вас?,24739
все отлично,1,все отлично,positives,все отлично,Что поможет сделать программу более полезной для вас?,24739
всё хорошо,1,все отлично,positives,всё хорошо,Что поможет сделать программу более полезной для вас?,24739
достаточно,1,все отлично,positives,достаточно,Что поможет сделать программу более полезной для вас?,24739
итак полезно,1,все отлично,positives,и так полезно,Что поможет сделать программу более полезной для вас?,24739
да,1,да,neutrals,да,Что поможет сделать программу более полезной для вас?,24739
нет,1,нет,neutrals,нет,Что поможет сделать программу более полезной для вас?,24739
реальные кейсы росатома,1,реальные решение росатома,neutrals,реальные решение росатома,Что поможет сделать программу более полезной для вас?,24739
28 город,1,28 город,neutrals,28 город,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
80 летие атомной отросли,1,80 лет атомной отрасли,neutrals,80 лет атомной отрасли,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
it,1,информационные технологии,neutrals,информационные технологии,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
pr,1,пиар,neutrals,pr,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
пиар,10,пиар,neutrals,пиар,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
пиар рабочих профессий,1,пиар рабочих профессий,neutrals,пиар рабочих профессий,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
пиар росатома,1,пиар росатома,neutrals,пиар росатома,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
рекламная компания,1,рекламная компания,neutrals,рекламная компания,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
атомная история,1,атомная история,neutrals,атомная история,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
безопасность,19,безопасность,positives,безопасность,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
безопасность в городах,1,безопасность,positives,безопасность в городах,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
борьба с выгоранием,1,борьба с выгоранием,neutrals,борьба с выгоранием,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
бренд,5,брендирование,neutrals,бренд,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
брендирование,1,брендирование,neutrals,брендирование,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
вовлеченность,1,вовлеченность,positives,вовлеченность,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
волонтерство,3,волонтерство,neutrals,волонтерство,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
дебюр,7,дебюрократизация,positives,дебюрократизация,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
документальное кино,1,документальное кино,neutrals,документальное кино,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
достаточно,1,достаточно,positives,достаточно,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
досуг,1,досуг,neutrals,досуг,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
зелёная политика,1,экология,neutrals,зелёная политика,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
экология,8,экология,neutrals,экология,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
интеграция энергодара,1,интеграция энергодара,neutrals,интеграция энергодара,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
поддержка и развитие энергодар,1,интеграция энергодара,positives,поддержка и развитие энергодара,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
поддржка эеергодара,1,интеграция энергодара,positives,поддержка энергодара,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
энергодар,7,интеграция энергодара,neutrals,энергодар,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
информирование,1,информирование,neutrals,информирование,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
качественная коммуникация,1,качественная коммуникация,positives,качественная коммуникация,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
корпоративное предприниматель,2,корпоративное предпринимательство,neutrals,корпоративное предпринимательство,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
которые зажигают,1,которые зажигают,positives,которые зажигают,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
кпи,1,ключевые показатели эффективности,neutrals,ключевые показатели эффективности,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
кпр,1,корпоративные предприниматели росатома,neutrals,корпоративные предприниматели росатома,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
люди и города,13,люди и города,neutrals,люди и города,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
мотивация,1,мотивация,neutrals,мотивация,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
мотивация сотрудников,1,мотивация,neutrals,мотивация сотрудников,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
наука,5,наука,neutrals,наука,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
научные конференции,1,научные конференции,neutrals,научные конференции,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
новая модель лидерства,1,новая модель лидерства,neutrals,новая модель лидерства,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
новые бизнесы,2,новые бизнесы,neutrals,новые бизнесы,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
новые технологии в ит,1,новые технологии в информационные технологии,neutrals,новые технологии в информационные технологии,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
политика,2,политика,neutrals,политика,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
помощь запорожью,1,помощь запорожью,positives,помощь запорожью,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
преемственность,1,преемственность,positives,преемственность,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
престиж инженерной профессии,1,престиж инженерной профессии,positives,престиж инженерной профессии,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
престиж росатома,1,престиж росатома,positives,престиж росатома,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
развитие среды на предприятиях,1,развитие среды на предприятиях,positives,развитие среды на предприятиях,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
раскрытие потенциала,1,раскрытие потенциала,positives,раскрытие потенциала,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
семейные ценности,1,семейные ценности,neutrals,семейные ценности,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
смена,2,смена,neutrals,смена,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
создание шт ед в гкдлялидерасм,1,создание шт ед в госкорпорации для лидер асм,neutrals,создание шт ед в госкорпорации для лидер асм,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
технические туры,1,технические туры,neutrals,технические туры,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
фестиваль молодежных культур,1,фестиваль молодежных культур,neutrals,фестиваль молодежных культур,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
школа лидеров,1,школа лидеров,neutrals,школа лидеров,Какие еще направления берем в работу молодежного сообщества на следующий год?,28465
большего,1,большего,neutrals,большего,Ваши ожидания от Карьерного трека?,27613
вакансии,1,вакансии,neutrals,вакансии,Ваши ожидания от Карьерного трека?,27613
найти место работы,1,трудоустройство,neutrals,найти место работы,Ваши ожидания от Карьерного трека?,27613
найти работу,3,трудоустройство,neutrals,найти работу,Ваши ожидания от Карьерного трека?,27613
получить приглашение на работу,1,трудоустройство,neutrals,получить приглашение на работу,Ваши ожидания от Карьерного трека?,27613
получить работу мечты,1,трудоустройство,positives,получить работу мечты,Ваши ожидания от Карьерного трека?,27613
возможности,1,возможности,neutrals,возможности,Ваши ожидания от Карьерного трека?,27613
возможность,1,возможности,neutrals,возможность,Ваши ожидания от Карьерного трека?,27613
возможность попасть,1,трудоустройство,neutrals,возможность попасть,Ваши ожидания от Карьерного трека?,27613
дальнейшее трудоустройтво,1,трудоустройство,neutrals,дальнейшее трудоустройство,Ваши ожидания от Карьерного трека?,27613
поступить на работу в росатом,1,трудоустройство,neutrals,поступить на работу в росатом,Ваши ожидания от Карьерного трека?,27613
трудоустройства,1,трудоустройство,neutrals,трудоустройства,Ваши ожидания от Карьерного трека?,27613
трудоустройство,12,трудоустройство,neutrals,трудоустройство,Ваши ожидания от Карьерного трека?,27613
устроиться в росатом,1,трудоустройство,neutrals,устроиться в росатом,Ваши ожидания от Карьерного трека?,27613
гарантии при трудоустройстве,1,трудоустройство,neutrals,гарантии при трудоустройстве,Ваши ожидания от Карьерного трека?,27613
где я буду полезен,1,где я буду полезен,positives,где я буду полезен,Ваши ожидания от Карьерного трека?,27613
горизонтального движения,1,горизонтального движения,neutrals,горизонтального движения,Ваши ожидания от Карьерного трека?,27613
знакомства,1,знакомства,neutrals,знакомства,Ваши ожидания от Карьерного трека?,27613
нетворкинг,1,связи,positives,окружение специалистов определенной сферы,Ваши ожидания от Карьерного трека?,27613
связи,2,связи,neutrals,связи,Ваши ожидания от Карьерного трека?,27613
инструкции,1,инструкции,neutrals,инструкции,Ваши ожидания от Карьерного трека?,27613
информация о вузах,1,информация о вузах,neutrals,информация о вузах,Ваши ожидания от Карьерного трека?,27613
как,1,как,neutrals,как,Ваши ожидания от Карьерного трека?,27613
карьера,1,карьера,neutrals,карьера,Ваши ожидания от Карьерного трека?,27613
карьера инженера на аэс,1,карьера,neutrals,карьера инженера на аэс,Ваши ожидания от Карьерного трека?,27613
карьерная траектория,1,карьерная траектория,neutrals,карьерная траектория,Ваши ожидания от Карьерного трека?,27613
определиться с направлением,1,карьерная траектория,neutrals,определиться с направлением,Ваши ожидания от Карьерного трека?,27613
помощь в построении карьеры,1,карьерная траектория,positives,помощь в построении карьеры,Ваши ожидания от Карьерного трека?,27613
понимание куда двигаться,1,понимание перспектив,positives,понимание куда двигаться,Ваши ожидания от Карьерного трека?,27613
понять вектор развития до вуза,1,карьерная траектория,positives,понять вектор развития до вуза,Ваши ожидания от Карьерного трека?,27613
построения карьерного трека,1,карьерная траектория,neutrals,построения карьерного трека,Ваши ожидания от Карьерного трека?,27613
узнать развитие в карьере,1,узнать развитие в карьере,neutrals,узнать развитие в карьере,Ваши ожидания от Карьерного трека?,27613
курсы,1,курсы,neutrals,курсы,Ваши ожидания от Карьерного трека?,27613
найти своё место в жизни,1,найти себя,positives,найти своё место в жизни,Ваши ожидания от Карьерного трека?,27613
найти себя,2,найти себя,neutrals,найти себя,Ваши ожидания от Карьерного трека?,27613
понять себя,1,найти себя,neutrals,понять себя,Ваши ожидания от Карьерного трека?,27613
найти стажировку,1,получить стажировку,neutrals,найти стажировку,Ваши ожидания от Карьерного трека?,27613
оплачиваемая стажировка,2,получить стажировку,neutrals,оплачиваемая стажировка,Ваши ожидания от Карьерного трека?,27613
получить возможность стадировк,1,получить стажировку,neutrals,получить возможность стажировки,Ваши ожидания от Карьерного трека?,27613
получить стажировку,2,получить стажировку,neutrals,получить стажировку,Ваши ожидания от Карьерного трека?,27613
попасть на стажировку,1,получить стажировку,neutrals,попасть на стажировку,Ваши ожидания от Карьерного трека?,27613
стажировка,3,получить стажировку,neutrals,стажировка,Ваши ожидания от Карьерного трека?,27613
стажировка в вниихт,1,получить стажировку,neutrals,стажировка в вниихт,Ваши ожидания от Карьерного трека?,27613
необходимый опыт во время студ,1,необходимый опыт во время студ,neutrals,необходимый опыт во время студ,Ваши ожидания от Карьерного трека?,27613
нужен ли мне лично росатом,1,стоит ли работать в росатоме,neutrals,нужен ли мне лично росатом,Ваши ожидания от Карьерного трека?,27613
стоит ли работать в росатоме,1,стоит ли работать в росатоме,neutrals,стоит ли работать в росатоме,Ваши ожидания от Карьерного трека?,27613
огромные,1,огромные,neutrals,огромные,Ваши ожидания от Карьерного трека?,27613
определение своего работодател,1,определение своего работодателя,neutrals,определение своего работодателя,Ваши ожидания от Карьерного трека?,27613
ответ на вопрос,1,ответ на вопросы,neutrals,ответ на вопрос,Ваши ожидания от Карьерного трека?,27613
ответ на вопросы,1,ответ на вопросы,neutrals,ответ на вопросы,Ваши ожидания от Карьерного трека?,27613
ответы на вопросы,2,ответ на вопросы,neutrals,ответы на вопросы,Ваши ожидания от Карьерного трека?,27613
получение ответов на вопросы,1,ответ на вопросы,neutrals,получение ответов на вопросы,Ваши ожидания от Карьерного трека?,27613
четких ответов,1,ответ на вопросы,positives,четких ответов,Ваши ожидания от Карьерного трека?,27613
отдых,1,отдых,positives,отдых,Ваши ожидания от Карьерного трека?,27613
открытие истинных желаний,1,открытие истинных желаний,positives,открытие истинных желаний,Ваши ожидания от Карьерного трека?,27613
план,1,план действий,neutrals,план,Ваши ожидания от Карьерного трека?,27613
план действий,1,план действий,neutrals,план действий,Ваши ожидания от Карьерного трека?,27613
побывать на собеседовании,1,собеседование,neutrals,побывать на собеседовании,Ваши ожидания от Карьерного трека?,27613
пройти собеседование :),1,собеседование,neutrals,пройти собеседование,Ваши ожидания от Карьерного трека?,27613
собеседование,2,собеседование,neutrals,собеседование,Ваши ожидания от Карьерного трека?,27613
поиск наставника,1,поиск наставника,neutrals,поиск наставника,Ваши ожидания от Карьерного трека?,27613
полезная информация,1,полезная информация,positives,полезная информация,Ваши ожидания от Карьерного трека?,27613
понимание перспектив,1,возможности,positives,понимание перспектив,Ваши ожидания от Карьерного трека?,27613
понять каким я буду специалист,1,понять каким я буду специалистом,neutrals,понять каким я буду специалистом,Ваши ожидания от Карьерного трека?,27613
точное понимание профессии,1,узнать больше о профессии,positives,точное понимание профессии,Ваши ожидания от Карьерного трека?,27613
узнать больше о профессии,1,узнать больше о профессии,neutrals,узнать больше о профессии,Ваши ожидания от Карьерного трека?,27613
узнать больше про работу,1,узнать больше о профессии,neutrals,узнать больше про работу,Ваши ожидания от Карьерного трека?,27613
практика,2,практика,neutrals,практика,Ваши ожидания от Карьерного трека?,27613
прохождение практики,1,практика,neutrals,прохождение практики,Ваши ожидания от Карьерного трека?,27613
работа,2,работа,neutrals,работа,Ваши ожидания от Карьерного трека?,27613
работа,1,работа,neutrals,работа,Ваши ожидания от Карьерного трека?,27613
разъяснений,1,разъяснений,neutrals,разъяснений,Ваши ожидания от Карьерного трека?,27613
расшифровка,1,расшифровка,neutrals,расшифровка,Ваши ожидания от Карьерного трека?,27613
с чего начать карьеру?,1,с чего начать карьеру,neutrals,с чего начать карьеру,Ваши ожидания от Карьерного трека?,27613
саморазвитие,1,саморазвитие,positives,саморазвитие,Ваши ожидания от Карьерного трека?,27613
свободы действий,1,свободы действий,positives,свободы действий,Ваши ожидания от Карьерного трека?,27613
узнать что от меня требуется,1,узнать больше про работу,neutrals,узнать что от меня требуется,Ваши ожидания от Карьерного трека?,27613
услышать новое,1,услышать новое,neutrals,услышать новое,Ваши ожидания от Карьерного трека?,27613
хорошая зарплата,1,хорошая зарплата,positives,хорошая зарплата,Ваши ожидания от Карьерного трека?,27613
хоть что-то полезное для студ,1,хоть что то полезное для студента,positives,хоть что то полезное для студента,Ваши ожидания от Карьерного трека?,27613
целевое обучение,1,целевое обучение,neutrals,целевое обучение,Ваши ожидания от Карьерного трека?,27613
что предлагают что могу дать,1,что предлагают что могу дать,neutrals,что предлагают что могу дать,Ваши ожидания от Карьерного трека?,27613
ясность,1,ясность,positives,ясность,Ваши ожидания от Карьерного трека?,27613
relationship,1,relationship,neutrals,relationship,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,27127
